run,batch,acquired_apas,aimed_channels,pde
30747,1330,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30749,1330,"[3,4]","[11136]",0.5
30752,1330,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30754,1197,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30756,1197,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30759,1197,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30761,1197,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30763,1197,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30765,1197,"[1,2]","[10420,10422,10921]",0.4
30758,1197,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30770,1197,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30772,1197,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30774,1197,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30776,1197,"[3,4]","[11136]",0.4
30779,1197,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30781,1197,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30783,1197,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30785,1197,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30787,1197,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30790,1197,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30792,1197,"[1,2]","[10420,10422,10921]",0.45
30794,1197,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30796,1197,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30798,1197,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30801,1197,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30803,1197,"[3,4]","[11136]",0.45
30805,1197,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30807,1197,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30810,1197,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30812,1197,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30814,1197,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30816,1197,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30818,1197,"[1,2]","[10420,10422,10921]",0.5
30821,1197,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30823,1197,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30825,1197,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30827,1197,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
31040,1197,"[3,4]","[11136]",0.5
31041,1197,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30835,1064,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30837,1064,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30839,1064,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30842,1064,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30844,1064,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30846,1064,"[1,2]","[10420,10422,10921]",0.4
31062,1064,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
31063,1064,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
31064,1064,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
31067,1064,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
31068,1064,"[3,4]","[11136]",0.4
31069,1064,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30862,1064,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30864,1064,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30866,1064,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30868,1064,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30870,1064,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30873,1064,"[1,2]","[10420,10422,10921]",0.45
31070,1064,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
31071,1064,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
31072,1064,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
31073,1064,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
31074,1064,"[3,4]","[11136]",0.45
31075,1064,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30890,1064,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30892,1064,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30895,1064,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30897,1064,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30899,1064,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30901,1064,"[1,2]","[10420,10422,10921]",0.5
31076,1064,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
31077,1064,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
31078,1064,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
31079,1064,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
31080,1064,"[3,4]","[11136]",0.5
31081,1064,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30918,931,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30919,931,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30920,931,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30922,931,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30924,931,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30926,931,"[1,2]","[10420,10422,10921]",0.4
31082,931,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
31083,931,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
31084,931,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
31085,931,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
31086,931,"[3,4]","[11136]",0.4
31087,931,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30943,931,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30945,931,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30948,931,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30950,931,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30952,931,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30954,931,"[1,2]","[10420,10422,10921]",0.45
31088,931,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
31089,931,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
31090,931,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
31091,931,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
31092,931,"[3,4]","[11136]",0.45
31093,931,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30970,931,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30971,931,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30972,931,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30973,931,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30974,931,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30975,931,"[1,2]","[10420,10422,10921]",0.5
31094,931,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
31095,931,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
31096,931,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
31097,931,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
31098,931,"[3,4]","[11136]",0.5
31100,931,"[3,4]","[11101,11103,11104,11106,11127]",0.5
