batch,APA,endpoint,channel,channel_iterator,PDE,gain,snr,OV#,HPK_OV_V,FBK_OV_V
1,4,112,14,13,0.4,2692.0765558485796,4.154664663122484,1,2.0,3.5
1,4,112,13,14,0.4,2816.480986283681,4.607969649405254,1,2.0,3.5
1,4,112,27,20,0.4,2945.252775047787,4.942027636605701,1,2.0,3.5
1,4,112,25,21,0.4,2759.7141875487714,4.698421702104131,1,2.0,3.5
1,4,112,20,23,0.4,2705.2365620602486,4.416028503238316,1,2.0,3.5
1,4,112,21,24,0.4,2906.722950304274,4.832062089615069,1,2.0,3.5
1,4,112,23,25,0.4,2937.559386830304,4.685177835407716,1,2.0,3.5
1,4,112,24,26,0.4,2961.9865031213412,4.656669530710471,1,2.0,3.5
1,4,112,26,27,0.4,2850.1195065333764,4.497912823356808,1,2.0,3.5
1,4,112,37,28,0.4,2731.490378095204,4.267922473318282,1,2.0,3.5
1,4,112,35,29,0.4,2919.5811458179187,4.38623548440814,1,2.0,3.5
1,4,112,32,30,0.4,2960.7992250958623,4.681536132376072,1,2.0,3.5
1,4,112,30,31,0.4,2751.4865742083844,4.42871305549435,1,2.0,3.5
1,4,112,31,32,0.4,2753.1509801183493,4.682669059096466,1,2.0,3.5
1,4,112,34,34,0.4,2948.1197060771315,4.798839150063851,1,2.0,3.5
1,4,112,36,35,0.4,2964.3025534752273,5.217341560711506,1,2.0,3.5
1,4,112,47,36,0.4,3067.9115657639973,5.184771349884412,1,2.0,3.5
1,4,112,45,37,0.4,2987.3867596652317,5.204211593034688,1,2.0,3.5
1,4,112,42,38,0.4,2397.1543188780556,3.7258965076914983,1,2.0,3.5
1,4,112,40,39,0.4,3012.8567265518077,5.121341701047876,1,2.0,3.5
1,4,113,2,17,0.4,2914.6706084093803,2.98500544412694,1,2.0,3.5
1,4,112,0,0,0.45,3321.0944314636317,5.338818422273519,2,3.5,4.5
1,4,112,2,1,0.45,3371.420332866221,5.659897963781313,2,3.5,4.5
1,4,112,5,2,0.45,3424.725629048013,5.762645893940237,2,3.5,4.5
1,4,112,7,3,0.45,3469.287904285114,5.515954334797336,2,3.5,4.5
1,4,112,6,4,0.45,3365.738674995098,5.383697604135301,2,3.5,4.5
1,4,112,4,5,0.45,3412.057957455053,5.805912932665565,2,3.5,4.5
1,4,112,3,6,0.45,3411.5274079875603,6.245639538071376,2,3.5,4.5
1,4,112,1,7,0.45,3278.1357416542414,5.239635353452882,2,3.5,4.5
1,4,112,10,8,0.45,3417.6200253396205,5.0257697278676865,2,3.5,4.5
1,4,112,12,9,0.45,3494.89224837738,5.168775043626595,2,3.5,4.5
1,4,112,15,10,0.45,3412.20353125482,5.509695124820113,2,3.5,4.5
1,4,112,17,11,0.45,3520.214613292913,5.575961684631414,2,3.5,4.5
1,4,112,16,12,0.45,3406.3742024834964,4.944305776876196,2,3.5,4.5
1,4,112,14,13,0.45,3328.05598174053,4.874198716917567,2,3.5,4.5
1,4,112,13,14,0.45,3372.465137132985,5.245351926470815,2,3.5,4.5
1,4,112,27,20,0.45,3595.592637823394,6.100832295204452,2,3.5,4.5
1,4,112,25,21,0.45,3481.084481369093,5.7689037147468225,2,3.5,4.5
1,4,112,20,23,0.45,3200.9794426329577,5.398949790404238,2,3.5,4.5
1,4,112,21,24,0.45,3471.776148578489,5.358232129422537,2,3.5,4.5
1,4,112,23,25,0.45,3518.3930437996414,5.505721748652485,2,3.5,4.5
1,4,112,24,26,0.45,3665.5541460531927,5.438576914454211,2,3.5,4.5
1,4,112,26,27,0.45,3586.0965354200034,5.416018809960351,2,3.5,4.5
1,4,112,37,28,0.45,3420.671709083853,5.0143207690048905,2,3.5,4.5
1,4,112,35,29,0.45,3448.708800405482,5.328913901800452,2,3.5,4.5
1,4,112,32,30,0.45,3481.7203723605803,5.384229804687257,2,3.5,4.5
1,4,112,30,31,0.45,3461.4191816913544,5.281757845343428,2,3.5,4.5
1,4,112,31,32,0.45,3375.705235874943,5.7671122430577455,2,3.5,4.5
1,4,112,34,34,0.45,3671.4815498769944,5.996911488618513,2,3.5,4.5
1,4,112,36,35,0.45,3637.795302573736,6.117510724074022,2,3.5,4.5
1,4,112,47,36,0.45,3773.737190458336,6.504534397019715,2,3.5,4.5
1,4,112,45,37,0.45,3643.194532841976,6.3966592654748915,2,3.5,4.5
1,4,112,42,38,0.45,3003.235866308543,4.860071208459361,2,3.5,4.5
1,4,112,40,39,0.45,3616.686469803947,6.537575066594653,2,3.5,4.5
1,4,113,2,17,0.45,3376.4031126239684,3.8908338447070143,2,3.5,4.5
1,4,112,0,0,0.5,3931.331823606803,6.073008064375601,3,4.0,7.0
1,4,112,2,1,0.5,3925.8183992537774,6.407878095162776,3,4.0,7.0
1,4,112,5,2,0.5,4134.612400040916,6.659199097600495,3,4.0,7.0
1,4,112,7,3,0.5,4108.890705010582,6.531269830535878,3,4.0,7.0
1,4,112,6,4,0.5,3964.16309931259,6.151589932339004,3,4.0,7.0
1,4,112,4,5,0.5,3998.3770537459,6.385154466162393,3,4.0,7.0
1,4,112,3,6,0.5,4111.106579267102,6.9890338535164185,3,4.0,7.0
1,4,112,1,7,0.5,3907.5997322601247,6.38294043366524,3,4.0,7.0
1,4,112,10,8,0.5,4099.190510704858,5.557738974426026,3,4.0,7.0
1,4,112,12,9,0.5,4089.3530739360926,5.97255038772686,3,4.0,7.0
1,4,112,15,10,0.5,4048.726084217621,6.028681021137426,3,4.0,7.0
1,4,112,17,11,0.5,4255.780371271558,5.877327535585029,3,4.0,7.0
1,4,112,16,12,0.5,4040.861645880544,5.450238831154587,3,4.0,7.0
1,4,112,14,13,0.5,3899.8429903142905,5.808133660811261,3,4.0,7.0
1,4,112,13,14,0.5,4227.857708580267,6.224548067320994,3,4.0,7.0
1,4,112,27,20,0.5,4313.5265940256095,7.241484043846986,3,4.0,7.0
1,4,112,25,21,0.5,4120.04741418164,6.732523832639626,3,4.0,7.0
1,4,112,22,22,0.5,3189.5420033947057,3.242522454895901,3,4.0,7.0
1,4,112,20,23,0.5,3942.069873428921,6.14777185459943,3,4.0,7.0
1,4,112,21,24,0.5,4161.196131640492,6.004481937731062,3,4.0,7.0
1,4,112,23,25,0.5,4341.092432995808,6.351109334162966,3,4.0,7.0
1,4,112,24,26,0.5,4320.00649283524,6.268405530636337,3,4.0,7.0
1,4,112,26,27,0.5,4256.572394745598,6.648661051589355,3,4.0,7.0
1,4,112,37,28,0.5,4038.122924106442,5.925387000240752,3,4.0,7.0
1,4,112,35,29,0.5,4208.116077076664,5.8173115284117065,3,4.0,7.0
1,4,112,32,30,0.5,4289.292215316048,6.113928621813052,3,4.0,7.0
1,4,112,30,31,0.5,4045.465818298266,5.873993477698996,3,4.0,7.0
1,4,112,31,32,0.5,4078.541289033087,6.618437347733435,3,4.0,7.0
1,4,112,34,34,0.5,4314.678410425716,6.581758637260475,3,4.0,7.0
1,4,112,36,35,0.5,4247.857299342122,6.874647856076333,3,4.0,7.0
1,4,112,47,36,0.5,4346.634049531845,7.357180311724147,3,4.0,7.0
1,4,112,45,37,0.5,4262.540270900349,7.341161052830637,3,4.0,7.0
1,4,112,42,38,0.5,3662.476382025636,5.680208220255496,3,4.0,7.0
1,4,112,40,39,0.5,4439.857171353517,7.431164051561374,3,4.0,7.0
1,4,113,0,16,0.5,4648.305206731372,4.697244586545941,3,4.0,7.0
1,4,113,2,17,0.5,4867.225026596691,5.727765230243548,3,4.0,7.0
1,4,113,5,18,0.5,4896.180932006683,4.196805822318962,3,4.0,7.0
1,4,113,7,19,0.5,4956.374043692344,3.70094940391293,3,4.0,7.0
2,1,104,7,0,0.4,2445.372005335248,3.9939665718339095,1,2.0,3.5
2,1,104,2,2,0.4,2358.462567628616,3.779331040041702,1,2.0,3.5
2,1,104,0,3,0.4,2491.006184444416,3.749515528108135,1,2.0,3.5
2,1,104,3,5,0.4,2733.932997109362,3.660933695059247,1,2.0,3.5
2,1,104,6,7,0.4,2575.07634459098,3.1956791055608496,1,2.0,3.5
2,1,104,15,9,0.4,2608.2404560766695,4.2545509221896145,1,2.0,3.5
2,1,104,10,11,0.4,2647.1748594598944,4.216944450606991,1,2.0,3.5
2,1,104,11,12,0.4,2702.8158212789435,4.2441017392021685,1,2.0,3.5
2,1,104,14,14,0.4,2751.057602536537,3.282345488729394,1,2.0,3.5
2,1,105,7,16,0.4,2576.009959641703,3.8007691977798577,1,2.0,3.5
2,1,105,2,18,0.4,2491.986787009041,3.3125010912747475,1,2.0,3.5
2,1,105,1,20,0.4,2460.281722472538,3.774788249529872,1,2.0,3.5
2,1,105,4,22,0.4,2601.635429579097,3.1866237544248004,1,2.0,3.5
2,1,105,6,23,0.4,2830.227818710378,3.2921498555658317,1,2.0,3.5
2,1,105,26,24,0.4,2706.1763393985393,4.148056870818038,1,2.0,3.5
2,1,105,24,25,0.4,2833.9638575959575,4.149605395670018,1,2.0,3.5
2,1,105,23,26,0.4,2891.7352990438008,3.7541634955276466,1,2.0,3.5
2,1,105,21,27,0.4,3275.6255188819596,3.1221261453289344,1,2.0,3.5
2,1,105,10,28,0.4,2610.35537191343,3.395707178445358,1,2.0,3.5
2,1,105,15,30,0.4,2562.5589644755655,2.927724852858155,1,2.0,3.5
2,1,105,17,31,0.4,2768.010847961463,3.049106993538021,1,2.0,3.5
2,1,104,7,0,0.45,3105.8757947816384,5.039004828622167,2,3.5,4.5
2,1,104,5,1,0.45,3089.15017877244,4.642626558087504,2,3.5,4.5
2,1,104,2,2,0.45,2981.925311209028,4.74592697696806,2,3.5,4.5
2,1,104,0,3,0.45,2994.310644266667,4.449491881673894,2,3.5,4.5
2,1,104,1,4,0.45,3357.9394582913424,4.367184097719424,2,3.5,4.5
2,1,104,3,5,0.45,3340.0355589624883,4.416649137755655,2,3.5,4.5
2,1,104,4,6,0.45,3084.6216190606533,3.642450856195672,2,3.5,4.5
2,1,104,6,7,0.45,3127.2678691520896,4.102394467441985,2,3.5,4.5
2,1,104,17,8,0.45,3261.506885872038,5.515344483877748,2,3.5,4.5
2,1,104,15,9,0.45,3238.598247875648,5.225941365476019,2,3.5,4.5
2,1,104,12,10,0.45,3193.4901533357206,5.26235294155473,2,3.5,4.5
2,1,104,10,11,0.45,3230.942063150647,4.978968537767091,2,3.5,4.5
2,1,104,11,12,0.45,3363.4038256668578,5.293984526570972,2,3.5,4.5
2,1,104,13,13,0.45,3323.490586488967,5.030219481535435,2,3.5,4.5
2,1,104,14,14,0.45,3193.476536991507,4.082087558163951,2,3.5,4.5
2,1,104,16,15,0.45,3381.1611761080385,4.2106185569880745,2,3.5,4.5
2,1,105,7,16,0.45,3312.9198520999744,4.752050665771108,2,3.5,4.5
2,1,105,5,17,0.45,3260.7567999332687,4.496813441694065,2,3.5,4.5
2,1,105,2,18,0.45,3309.8929578957855,3.8903096356184546,2,3.5,4.5
2,1,105,0,19,0.45,3233.252153801082,3.2483013371029257,2,3.5,4.5
2,1,105,1,20,0.45,3069.715289314852,4.565344616029253,2,3.5,4.5
2,1,105,3,21,0.45,3074.3267338898677,4.35547518849586,2,3.5,4.5
2,1,105,4,22,0.45,3292.2667565487177,3.982476807988799,2,3.5,4.5
2,1,105,6,23,0.45,3389.708920255044,3.470837834455052,2,3.5,4.5
2,1,105,26,24,0.45,3329.8463741036176,4.662666873373546,2,3.5,4.5
2,1,105,24,25,0.45,3488.7430852753887,4.704743211631331,2,3.5,4.5
2,1,105,23,26,0.45,3472.8200026333984,4.246389535036112,2,3.5,4.5
2,1,105,21,27,0.45,3371.9371004245772,3.7252271539616593,2,3.5,4.5
2,1,105,10,28,0.45,3310.228251016208,4.114558465994173,2,3.5,4.5
2,1,105,15,30,0.45,3303.31604631187,4.058278115732352,2,3.5,4.5
2,1,105,17,31,0.45,3292.5922506660672,3.53692995961309,2,3.5,4.5
2,1,104,7,0,0.5,4694.462871607448,6.480089010641568,3,4.0,7.0
2,1,104,2,2,0.5,4603.883553587721,6.612956139349981,3,4.0,7.0
2,1,104,1,4,0.5,5185.040148360404,6.3081719264385905,3,4.0,7.0
2,1,104,4,6,0.5,4649.184476336852,4.823049489178065,3,4.0,7.0
2,1,104,17,8,0.5,3883.201615890527,5.863636458117168,3,4.0,7.0
2,1,104,12,10,0.5,3914.814421200927,6.086949496354635,3,4.0,7.0
2,1,104,11,12,0.5,4001.9179456912666,6.185187387155728,3,4.0,7.0
2,1,104,14,14,0.5,3799.344904527025,4.534057452147467,3,4.0,7.0
2,1,105,7,16,0.5,4975.185585714223,6.653215182620089,3,4.0,7.0
2,1,105,2,18,0.5,4846.348911699404,4.305770099780343,3,4.0,7.0
2,1,105,3,21,0.5,4829.036816191,5.915394880892677,3,4.0,7.0
2,1,105,4,22,0.5,5082.21028395045,5.827765196511187,3,4.0,7.0
2,1,105,26,24,0.5,4021.1158024098545,5.520909179581353,3,4.0,7.0
2,1,105,24,25,0.5,4191.237878698596,5.23524978948867,3,4.0,7.0
2,1,105,21,27,0.5,4325.794670284867,3.957862965539485,3,4.0,7.0
2,1,107,15,33,0.5,3847.745535661975,2.657263745335684,3,4.0,7.0
2,1,107,2,37,0.5,4886.032363223495,3.362684415298338,3,4.0,7.0
2,1,107,5,38,0.5,5493.464424052408,3.11174743081498,3,4.0,7.0
2,2,109,27,0,0.4,2855.6859629500914,4.33342690108501,1,2.0,3.5
2,2,109,25,1,0.4,2817.659247541071,4.28753738570592,1,2.0,3.5
2,2,109,22,2,0.4,2829.131494516983,4.3241672431053,1,2.0,3.5
2,2,109,20,3,0.4,2731.09524238688,4.3527673535511555,1,2.0,3.5
2,2,109,21,4,0.4,2738.12476439608,4.7086351836077025,1,2.0,3.5
2,2,109,23,5,0.4,2856.7409688160633,4.500365518372028,1,2.0,3.5
2,2,109,24,6,0.4,2838.624710168376,4.594027061749525,1,2.0,3.5
2,2,109,26,7,0.4,2693.8431596377027,4.214066763863119,1,2.0,3.5
2,2,109,37,8,0.4,2846.71604692624,4.281178386994952,1,2.0,3.5
2,2,109,35,9,0.4,2845.4081891055325,4.342225169959748,1,2.0,3.5
2,2,109,32,10,0.4,2807.153482603042,4.143015100653017,1,2.0,3.5
2,2,109,30,11,0.4,2720.4264189081296,3.980987459952845,1,2.0,3.5
2,2,109,31,12,0.4,2834.7188622510444,4.134423503266283,1,2.0,3.5
2,2,109,33,13,0.4,2610.0225019921572,2.362117536938294,1,2.0,3.5
2,2,109,34,14,0.4,2786.781600931067,4.326131991919516,1,2.0,3.5
2,2,109,36,15,0.4,2518.5420184869677,3.1339282409075335,1,2.0,3.5
2,2,109,5,17,0.4,3108.24170162997,3.0001556147047923,1,2.0,3.5
2,2,109,2,18,0.4,3110.5103702049455,3.6210532673757534,1,2.0,3.5
2,2,109,0,19,0.4,2994.0497982889733,3.2980991660478653,1,2.0,3.5
2,2,109,1,20,0.4,2885.537207327071,3.6096258576474183,1,2.0,3.5
2,2,109,3,21,0.4,2539.736609832528,3.315027704574066,1,2.0,3.5
2,2,109,4,22,0.4,3133.216720209969,3.9028025436428,1,2.0,3.5
2,2,109,6,23,0.4,3034.0248320119667,3.996339973418651,1,2.0,3.5
2,2,109,15,25,0.4,2540.3289811985796,3.0854677096335035,1,2.0,3.5
2,2,109,12,26,0.4,2560.8961613625843,3.3763668211382183,1,2.0,3.5
2,2,109,47,32,0.4,3044.8945675541986,4.7581411519622785,1,2.0,3.5
2,2,109,45,33,0.4,2991.741151259553,4.56346850723777,1,2.0,3.5
2,2,109,42,34,0.4,2930.889535911083,4.672863858944887,1,2.0,3.5
2,2,109,40,35,0.4,2942.1241347885702,4.829890900246962,1,2.0,3.5
2,2,109,41,36,0.4,2980.3177006771793,4.544794883754376,1,2.0,3.5
2,2,109,43,37,0.4,3015.311887362931,4.639996891465982,1,2.0,3.5
2,2,109,44,38,0.4,2749.135666621769,4.225426744813236,1,2.0,3.5
2,2,109,46,39,0.4,2974.264489001493,3.7743435440948576,1,2.0,3.5
2,2,109,27,0,0.45,3421.3815645808018,4.818021652474847,2,3.5,4.5
2,2,109,25,1,0.45,3530.280366202606,5.1480580849670625,2,3.5,4.5
2,2,109,22,2,0.45,3540.207639366623,4.838946727178194,2,3.5,4.5
2,2,109,20,3,0.45,3422.550408707333,4.9608337524834,2,3.5,4.5
2,2,109,21,4,0.45,3460.652906295408,5.741748977140911,2,3.5,4.5
2,2,109,23,5,0.45,3366.9966075059474,5.239730186011309,2,3.5,4.5
2,2,109,24,6,0.45,3523.28481371723,5.582393414009554,2,3.5,4.5
2,2,109,26,7,0.45,3443.1341714009877,5.416934886670173,2,3.5,4.5
2,2,109,37,8,0.45,3474.234931880546,4.693438691966013,2,3.5,4.5
2,2,109,35,9,0.45,3529.295129940116,5.070912991647242,2,3.5,4.5
2,2,109,32,10,0.45,3364.699121534525,4.776144482437304,2,3.5,4.5
2,2,109,30,11,0.45,3368.523021579391,4.780886691739742,2,3.5,4.5
2,2,109,31,12,0.45,3443.5144468948097,4.871597319413728,2,3.5,4.5
2,2,109,33,13,0.45,2883.410673823853,3.268355847971073,2,3.5,4.5
2,2,109,34,14,0.45,3426.449960890449,5.318177983967044,2,3.5,4.5
2,2,109,36,15,0.45,2905.3196081311253,4.073398382929102,2,3.5,4.5
2,2,109,7,16,0.45,3730.933629128785,3.6355692682366505,2,3.5,4.5
2,2,109,5,17,0.45,3552.4433447143683,3.8811311776641655,2,3.5,4.5
2,2,109,2,18,0.45,3883.669642296068,4.482891888011342,2,3.5,4.5
2,2,109,0,19,0.45,3515.2784484904923,4.262164469960948,2,3.5,4.5
2,2,109,1,20,0.45,3768.5013445447457,4.077828219653776,2,3.5,4.5
2,2,109,3,21,0.45,3046.9849878787586,4.049783393945192,2,3.5,4.5
2,2,109,4,22,0.45,3919.3945837241904,4.301348286116055,2,3.5,4.5
2,2,109,6,23,0.45,3904.831624414832,4.968837611390628,2,3.5,4.5
2,2,109,15,25,0.45,3182.965294784105,3.4023750903100116,2,3.5,4.5
2,2,109,12,26,0.45,3242.1428527795542,3.93128421090534,2,3.5,4.5
2,2,109,47,32,0.45,3753.0146121343137,5.393448215106445,2,3.5,4.5
2,2,109,45,33,0.45,3655.552032844104,5.119048060545476,2,3.5,4.5
2,2,109,42,34,0.45,3454.239468736865,5.693433217640701,2,3.5,4.5
2,2,109,40,35,0.45,3543.1768801970643,5.498278233301891,2,3.5,4.5
2,2,109,41,36,0.45,3511.5032649218624,5.096797457627547,2,3.5,4.5
2,2,109,43,37,0.45,3668.813717496526,5.567886847409862,2,3.5,4.5
2,2,109,44,38,0.45,3415.667669542608,5.1817476553359,2,3.5,4.5
2,2,109,46,39,0.45,3517.557938306962,4.503792709420618,2,3.5,4.5
2,2,109,27,0,0.5,4019.9700513673006,5.384830716294873,3,4.0,7.0
2,2,109,25,1,0.5,4138.371387482961,5.525592702372316,3,4.0,7.0
2,2,109,22,2,0.5,3979.325703880793,5.4026727002064066,3,4.0,7.0
2,2,109,20,3,0.5,3943.44243841321,5.817090798559464,3,4.0,7.0
2,2,109,21,4,0.5,4054.368763351111,6.3876996694369,3,4.0,7.0
2,2,109,23,5,0.5,4070.582767800848,5.730293075809646,3,4.0,7.0
2,2,109,24,6,0.5,4188.815234222888,6.077317987633128,3,4.0,7.0
2,2,109,26,7,0.5,4117.463022679437,5.864759161498291,3,4.0,7.0
2,2,109,37,8,0.5,4176.516489798598,5.487519102935029,3,4.0,7.0
2,2,109,35,9,0.5,4170.734704775694,5.400575017003081,3,4.0,7.0
2,2,109,32,10,0.5,4128.22300295201,5.700630772057768,3,4.0,7.0
2,2,109,30,11,0.5,3975.0212259186696,5.502511974530611,3,4.0,7.0
2,2,109,31,12,0.5,4203.894661826301,5.505111084274218,3,4.0,7.0
2,2,109,33,13,0.5,3639.849785867283,3.901436959785954,3,4.0,7.0
2,2,109,34,14,0.5,4249.886392302471,6.305969683628498,3,4.0,7.0
2,2,109,36,15,0.5,3539.2520912703553,4.820308938915778,3,4.0,7.0
2,2,109,7,16,0.5,5456.71667091528,5.349096507358582,3,4.0,7.0
2,2,109,5,17,0.5,5308.552431581812,5.690602221103668,3,4.0,7.0
2,2,109,2,18,0.5,5980.743722796448,5.709330963499591,3,4.0,7.0
2,2,109,0,19,0.5,5573.640694158464,5.655176477703966,3,4.0,7.0
2,2,109,1,20,0.5,5392.081346092676,5.024899431470468,3,4.0,7.0
2,2,109,3,21,0.5,4807.370226236871,5.049225023377852,3,4.0,7.0
2,2,109,4,22,0.5,6286.337621070092,5.830267695688145,3,4.0,7.0
2,2,109,6,23,0.5,5997.219082886345,6.318414475025668,3,4.0,7.0
2,2,109,15,25,0.5,5256.309098806174,4.265048068900111,3,4.0,7.0
2,2,109,12,26,0.5,4939.7468620706895,4.643647672563731,3,4.0,7.0
2,2,109,47,32,0.5,4457.044053372312,6.512033037100351,3,4.0,7.0
2,2,109,45,33,0.5,4359.140269617023,5.762399564903647,3,4.0,7.0
2,2,109,42,34,0.5,4349.984912982087,6.894435315036405,3,4.0,7.0
2,2,109,40,35,0.5,4276.75308388348,6.1156654398152055,3,4.0,7.0
2,2,109,41,36,0.5,4253.282351183745,6.24029676195334,3,4.0,7.0
2,2,109,43,37,0.5,4382.513586324671,6.399725343527545,3,4.0,7.0
2,2,109,44,38,0.5,4144.512744667045,6.051391165588345,3,4.0,7.0
2,2,109,46,39,0.5,4102.355834872542,5.074010250309865,3,4.0,7.0
2,3,111,1,0,0.4,3063.913626213809,3.601375308737349,1,2.0,3.5
2,3,111,3,1,0.4,3089.9877480624505,3.606448957435024,1,2.0,3.5
2,3,111,4,2,0.4,3189.9012233776934,3.5862861766624436,1,2.0,3.5
2,3,111,6,3,0.4,3222.1920049552227,3.2626941642587783,1,2.0,3.5
2,3,111,36,4,0.4,2911.5654193607206,4.115933094917365,1,2.0,3.5
2,3,111,34,5,0.4,2658.354604975252,4.519379904273638,1,2.0,3.5
2,3,111,33,6,0.4,2744.2796684780756,4.165073384529857,1,2.0,3.5
2,3,111,0,8,0.4,2825.525173546951,4.260409669931586,1,2.0,3.5
2,3,111,2,9,0.4,2790.388103638428,4.540865201353609,1,2.0,3.5
2,3,111,5,10,0.4,2853.028342135388,4.310094993259909,1,2.0,3.5
2,3,111,7,11,0.4,2838.4442858383945,4.375455875921806,1,2.0,3.5
2,3,111,37,12,0.4,2611.6162505163493,4.283827508381361,1,2.0,3.5
2,3,111,35,13,0.4,2817.052878691835,4.031770925364269,1,2.0,3.5
2,3,111,32,14,0.4,2654.698619233375,4.363746082841147,1,2.0,3.5
2,3,111,30,15,0.4,2728.685899666035,4.110750257782811,1,2.0,3.5
2,3,111,41,16,0.4,2748.4999639066373,4.758049562575276,1,2.0,3.5
2,3,111,43,17,0.4,2746.9812045852286,4.868076101919691,1,2.0,3.5
2,3,111,44,18,0.4,2762.022529092541,4.942956984096057,1,2.0,3.5
2,3,111,46,19,0.4,2870.710393177648,4.896300542248234,1,2.0,3.5
2,3,111,16,20,0.4,3184.3037169388263,4.466702412967211,1,2.0,3.5
2,3,111,14,21,0.4,3010.8303235076537,4.390548281023602,1,2.0,3.5
2,3,111,13,22,0.4,3173.052964644976,4.8507418353602025,1,2.0,3.5
2,3,111,11,23,0.4,3063.3398493484287,4.208515891234049,1,2.0,3.5
2,3,111,10,24,0.4,2741.7889009875807,3.91050756078456,1,2.0,3.5
2,3,111,12,25,0.4,2785.1197672994904,4.196452591675219,1,2.0,3.5
2,3,111,15,26,0.4,2778.1974964521382,3.203246126534493,1,2.0,3.5
2,3,111,17,27,0.4,2770.6940495047024,3.997613344666496,1,2.0,3.5
2,3,111,26,28,0.4,3123.652888690572,4.539587035835744,1,2.0,3.5
2,3,111,24,29,0.4,3114.679104483575,4.337998682423193,1,2.0,3.5
2,3,111,23,30,0.4,2991.3953574162983,4.269421506514422,1,2.0,3.5
2,3,111,21,31,0.4,2772.722850199556,4.039404611593645,1,2.0,3.5
2,3,111,40,32,0.4,2951.614046667205,5.428707519267689,1,2.0,3.5
2,3,111,42,33,0.4,2722.849240596662,4.864335543328454,1,2.0,3.5
2,3,111,45,34,0.4,2842.0687095830986,5.214067694640235,1,2.0,3.5
2,3,111,47,35,0.4,2849.186229970014,4.640901030919333,1,2.0,3.5
2,3,111,27,36,0.4,3044.9639222392734,4.154430343624917,1,2.0,3.5
2,3,111,25,37,0.4,3022.752416481286,4.237910728634879,1,2.0,3.5
2,3,111,22,38,0.4,2935.0729119489283,4.271998720033545,1,2.0,3.5
2,3,111,20,39,0.4,2924.621538044802,4.125604670934582,1,2.0,3.5
2,3,111,1,0,0.45,3899.773600246515,3.9091877836272984,2,3.5,4.5
2,3,111,3,1,0.45,3789.42218724818,3.9165627636552305,2,3.5,4.5
2,3,111,4,2,0.45,4053.0754111396423,4.076786606197101,2,3.5,4.5
2,3,111,6,3,0.45,4015.242182966366,3.7251345510372182,2,3.5,4.5
2,3,111,36,4,0.45,3578.473988534649,4.753023005099102,2,3.5,4.5
2,3,111,34,5,0.45,3355.9467311501694,4.949832520598721,2,3.5,4.5
2,3,111,33,6,0.45,3365.6283884545014,4.59182339270586,2,3.5,4.5
2,3,111,0,8,0.45,3512.268075205341,5.006332684221027,2,3.5,4.5
2,3,111,2,9,0.45,3536.622240173789,5.343016077905429,2,3.5,4.5
2,3,111,5,10,0.45,3656.4266501676375,5.294001183701802,2,3.5,4.5
2,3,111,7,11,0.45,3610.232137519333,5.315893817755747,2,3.5,4.5
2,3,111,37,12,0.45,3325.2748941126447,5.503325365995411,2,3.5,4.5
2,3,111,35,13,0.45,3217.589833473942,5.005478674357349,2,3.5,4.5
2,3,111,32,14,0.45,3211.1368013540687,5.082860800293554,2,3.5,4.5
2,3,111,30,15,0.45,3324.3426137224124,4.796181345804409,2,3.5,4.5
2,3,111,41,16,0.45,3408.9931064586476,5.518076331518471,2,3.5,4.5
2,3,111,43,17,0.45,3383.5745131512567,5.967825347320165,2,3.5,4.5
2,3,111,44,18,0.45,3444.760069790137,6.224593806185157,2,3.5,4.5
2,3,111,46,19,0.45,3530.64273285927,5.625482672751191,2,3.5,4.5
2,3,111,16,20,0.45,3975.2759778137647,5.8452507326885135,2,3.5,4.5
2,3,111,14,21,0.45,3747.4297528672,4.937622018452578,2,3.5,4.5
2,3,111,13,22,0.45,4080.181114702628,5.736589914194075,2,3.5,4.5
2,3,111,11,23,0.45,3816.120893590838,5.129403460661153,2,3.5,4.5
2,3,111,10,24,0.45,3516.250355785931,4.87773037194153,2,3.5,4.5
2,3,111,12,25,0.45,3659.1330529680145,5.089567346868385,2,3.5,4.5
2,3,111,15,26,0.45,3440.736798424585,3.060097772327774,2,3.5,4.5
2,3,111,17,27,0.45,3543.58449149052,4.49906453341785,2,3.5,4.5
2,3,111,26,28,0.45,3941.952938171426,5.440154408032912,2,3.5,4.5
2,3,111,24,29,0.45,3851.312396674232,5.451521148082271,2,3.5,4.5
2,3,111,23,30,0.45,3771.558611564913,5.409764384255507,2,3.5,4.5
2,3,111,21,31,0.45,3533.507273651251,5.081859243900738,2,3.5,4.5
2,3,111,40,32,0.45,3551.247104116509,6.569330227429003,2,3.5,4.5
2,3,111,42,33,0.45,3341.598602686654,5.8661207535292155,2,3.5,4.5
2,3,111,45,34,0.45,3404.926818597242,6.056548866823354,2,3.5,4.5
2,3,111,47,35,0.45,3517.18447455146,5.746920991572772,2,3.5,4.5
2,3,111,27,36,0.45,3671.0804662551145,5.604781559646674,2,3.5,4.5
2,3,111,25,37,0.45,3584.8725775595076,5.741329825530829,2,3.5,4.5
2,3,111,22,38,0.45,3640.388890126547,5.179887257420852,2,3.5,4.5
2,3,111,20,39,0.45,3725.094779845575,5.140768273499553,2,3.5,4.5
2,3,111,3,1,0.5,6478.482171430672,4.020476470405436,3,4.0,7.0
2,3,111,4,2,0.5,6203.481373900348,4.3189889839018365,3,4.0,7.0
