run,channels
30801,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
30803,[11136]
30805,"[11101, 11103, 11104, 11106, 11127]"
30807,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30810,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30812,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30814,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30816,"[10400, 10406, 10425, 10426, 10923]"
30818,"[10420, 10422, 10921]"
30821,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
30823,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
30825,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
30827,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31040,[11136]
31041,"[11101, 11103, 11104, 11106, 11127]"
30835,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30837,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30839,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30842,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30844,"[10400, 10406, 10425, 10426, 10923]"
30846,"[10420, 10422, 10921]"
31062,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31063,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31064,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31067,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31068,[11136]
31069,"[11101, 11103, 11104, 11106, 11127]"
30862,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30864,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30866,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30868,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30870,"[10400, 10406, 10425, 10426, 10923]"
30873,"[10420, 10422, 10921]"
31070,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31071,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31072,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31073,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31074,[11136]
31075,"[11101, 11103, 11104, 11106, 11127]"
30890,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30892,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30895,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30897,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30899,"[10400, 10406, 10425, 10426, 10923]"
30901,"[10420, 10422, 10921]"
31076,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31077,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31078,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31079,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31080,[11136]
31081,"[11101, 11103, 11104, 11106, 11127]"
30918,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30919,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30920,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30922,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30924,"[10400, 10406, 10425, 10426, 10923]"
30926,"[10420, 10422, 10921]"
31082,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31083,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31084,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31085,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31086,[11136]
31087,"[11101, 11103, 11104, 11106, 11127]"
30943,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30945,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30948,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30950,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30952,"[10400, 10406, 10425, 10426, 10923]"
30954,"[10420, 10422, 10921]"
31088,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31089,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31090,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31091,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31092,[11136]
31093,"[11101, 11103, 11104, 11106, 11127]"
30970,"[10401, 10403, 10411, 10413, 10415, 10445, 10447, 10914, 10916, 10941]"
30971,"[10405, 10407, 10414, 10431, 10440, 10441, 10442, 10443, 10444, 10446, 10910, 10912, 10913, 10915, 10925, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937]"
30972,"[10404, 10412, 10416, 10421, 10433, 10434, 10435, 10437, 10903, 10904, 10906, 10911, 10917, 10922, 10947]"
30973,"[10402, 10423, 10424, 10427, 10436, 10900, 10901, 10902, 10905, 10907, 10920, 10924, 10946]"
30974,"[10400, 10406, 10425, 10426, 10923]"
30975,"[10420, 10422, 10921]"
31094,"[11113, 11117, 11121, 11146, 11221, 11225, 11227, 11237]"
31095,"[11123, 11144, 11145, 11146, 11223, 11231, 11235]"
31096,"[11112, 11114, 11120, 11124, 11130, 11132, 11140, 11141, 11142, 11143, 11216, 11220, 11224, 11232, 11234, 11245, 11247]"
31097,"[11100, 11102, 11105, 11107, 11116, 11122, 11125, 11126, 11133, 11134, 11135, 11137, 11200, 11201, 11202, 11203, 11204, 11205, 11206, 11207, 11210, 11212, 11213, 11214, 11215, 11217, 11226, 11230, 11236, 11240, 11242, 11300, 11302, 11305, 11307]"
31098,[11136]
31100,"[11101, 11103, 11104, 11106, 11127]"
